video_url,fingerprint,performance,status
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-882993126248062,5a0d99f8d4f355988314043031d4f3cc,1.1823744,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-8828692983838031,8ce17d68c33f22c2dc0802457086914c,0.03803606928,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-882867522830120,5a0d99f8d4f355988314043031d4f3cc,1.453819848,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-882019143545185,7469316b18a9b9dd89ddaee85c397213,1.188541695,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-881925359723909,3fca944ed7695fdb48ec9fccd3338b93,1.518798094,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-8816515918390519,8ce17d68c33f22c2dc0802457086914c,0.309168715,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-881342303358042,53e5ce27c1a5fa8a4d07ad61cc793da4,1.452168603,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-881270063889884,79ad86726d1bcb3726f67e6cae890af8,0.9091792868,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-8806609246079208,5a0d99f8d4f355988314043031d4f3cc,0.9864087273,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-880568190186256,cb28a9c2c3b33cd4923e275c6c206dab,0.2913467482,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-880340126836307,8160ce3d92c02c1f5fd117f1f89e89f6,0.2851073145,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-8796411607036992,7fbfdcfc55a7379d76cc1e095441c4c5,0.2870987069,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-879631723735807,1937af136aaf2086bfe74aaafc9bf0eb,0.2328677557,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-879049300656635,1fdf6d3a68b57663d6941a6673519738,1.315984584,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-877975993416760,5a0d99f8d4f355988314043031d4f3cc,1.29439791,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-877662697022279,5a0d99f8d4f355988314043031d4f3cc,1.523107187,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-877511836784655,5a0d99f8d4f355988314043031d4f3cc,0.8909309488,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-877210454387561,11d9722741c8701449f95b9fd9455659,0.496262725,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-877129693575192,5a0d99f8d4f355988314043031d4f3cc,1.543600895,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-876239523982490,a9f4b2b8f056d7c8c18c9ba418cc4836,1.711040486,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-876121221160846,ff60c55fb32cf68652aae2d67bc37141,0.3732197415,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-875485623676104,5a0d99f8d4f355988314043031d4f3cc,0.2808299672,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-874864704574925,12df5e30454bace5e69ca0bd455b9071,1.221921183,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-874747697073121,5a0d99f8d4f355988314043031d4f3cc,1.573983468,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-874543520932484,53e5ce27c1a5fa8a4d07ad61cc793da4,0.6878219607,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-874190910572544,34761e6fbf9343a5c6d245832af33b52,1.117325529,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-874084244131796,8160ce3d92c02c1f5fd117f1f89e89f6,0.7183121604,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-873560550525047,5a0d99f8d4f355988314043031d4f3cc,0.03945200182,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-873317140849832,ff60c55fb32cf68652aae2d67bc37141,0.685543458,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-873043573965895,5a0d99f8d4f355988314043031d4f3cc,0.6651072001,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-872760463806517,5a0d99f8d4f355988314043031d4f3cc,0.3294920747,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-872400620956045,5a0d99f8d4f355988314043031d4f3cc,0.7902855257,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-872222594086011,5a0d99f8d4f355988314043031d4f3cc,0.3756083545,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-872188860590219,1962a43bf9e3bb7562886fbaa75d61e1,0.2241104754,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-871981848375866,411d731dec6ce539f4e5b8d9675944b2,1.557127398,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-8715627171842855,5a0d99f8d4f355988314043031d4f3cc,0.546162923,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-871286287458461,5a0d99f8d4f355988314043031d4f3cc,0.1538328553,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-871185627435460,5a0d99f8d4f355988314043031d4f3cc,1.50555305,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-871075730546911,1962a43bf9e3bb7562886fbaa75d61e1,0.4222904071,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-871037203883530,1962a43bf9e3bb7562886fbaa75d61e1,0.9800702322,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-819765763526762,359b1f5278e201674b3df2efad0d6cae,1.575773803,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-818776323774715,0d65e0c668b5bcf55bd037731392d047,0.5602371301,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-818462803696191,0d65e0c668b5bcf55bd037731392d047,1.779398531,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-817768845898837,1962a43bf9e3bb7562886fbaa75d61e1,0.6547105671,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-817763467176157,2d867e490fa10a0b32a580e74d346be0,1.67707961,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-817477363934899,bee2da7e608c05171b0b130de6e22ae8,0.201492789,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-817475239730695,5a0d99f8d4f355988314043031d4f3cc,0.04719603203,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-817135236672734,5e142a638d8175e9d4ed0000296b7cd7,0.5757625031,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-816335920524988,ccda2bfb9a9e66ed0e332cb2dab7bca7,0.7942481541,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-815391233916449,359b1f5278e201674b3df2efad0d6cae,1.012342871,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-814072014151046,586aa68677ba1b9c47727e660d037699,0.8909388326,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-813828049840959,1962a43bf9e3bb7562886fbaa75d61e1,1.702055838,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-811606650922029,2d867e490fa10a0b32a580e74d346be0,0.9712224418,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-8111507755613955,b3e666249f16cccb05e6980366e31bf2,1.010260213,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-8100667816697710,a09210bcff9810cd873f0a42fcd77fa7,1.587795662,Processed
https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-809480737932683,54ba3b566701df95cee9fce1310fc79b,1.027149274,Processed
